City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Safranbolu,TR,2022-09-14 15:40:30,41.2508,32.6942,61.75,64,7,4.5
297,Innisfail,AU,2022-09-14 15:41:50,-17.5333,146.0333,69.53,84,88,3.83
298,Madanapalle,IN,2022-09-14 15:41:50,13.55,78.5,77.02,69,100,5.57
299,Saint-Georges,GD,2022-09-14 15:38:54,12.0564,-61.7485,87.48,70,40,20.71
300,Kazachinskoye,RU,2022-09-14 15:41:51,57.6953,93.2761,43.47,67,84,2.71
301,Kushmurun,KZ,2022-09-14 15:41:51,52.4503,64.6311,56.35,40,30,10.31
302,Dolinsk,RU,2022-09-14 15:41:51,47.35,142.8,48.63,65,25,6.62
303,Leh,IN,2022-09-14 15:39:24,34.1667,77.5833,57.63,45,83,6.4
304,Nuuk,GL,2022-09-14 15:41:52,64.1835,-51.7216,47.01,87,75,6.91
305,Rocha,UY,2022-09-14 15:41:52,-34.4833,-54.3333,60.84,59,0,9.8
306,Robertson,US,2022-09-14 15:41:53,36.5167,-86.8667,77.4,68,0,5.75
307,Te Anau,NZ,2022-09-14 15:41:53,-45.4167,167.7167,34.81,92,36,1.81
308,Tarko-Sale,RU,2022-09-14 15:41:53,64.9225,77.785,43.41,87,81,10.22
309,Honningsvag,NO,2022-09-14 15:41:54,70.9821,25.9704,44.35,65,20,10.36
310,Sao Filipe,CV,2022-09-14 15:41:54,14.8961,-24.4956,81.14,79,77,3.89
311,Nichinan,JP,2022-09-14 15:41:54,31.6,131.3667,79.12,91,43,11.36
312,Luwuk,ID,2022-09-14 15:41:55,-0.9516,122.7875,73.69,89,91,6.24
313,Khatanga,RU,2022-09-14 15:41:55,71.9667,102.5,33.98,98,100,13.06
314,Hude,DE,2022-09-14 15:42:55,53.1167,8.4667,66.18,67,100,5.19
315,Nanortalik,GL,2022-09-14 15:42:56,60.1432,-45.2371,49.21,67,89,4.88
316,Bonthe,SL,2022-09-14 15:42:56,7.5264,-12.505,76.41,91,100,12.93
317,Opuwo,NA,2022-09-14 15:42:57,-18.0607,13.84,91.44,9,5,10.29
318,Kiliya,UA,2022-09-14 15:42:57,45.4552,29.2637,68.2,52,56,12.57
319,Santa Luzia,BR,2022-09-14 15:42:57,-19.7697,-43.8514,95.14,19,0,6.91
320,Malynivka,UA,2022-09-14 15:42:57,49.8167,36.7333,54.66,86,100,5.01
321,Urucara,BR,2022-09-14 15:42:58,-2.5364,-57.76,99.99,28,12,5.84
322,Tondano,ID,2022-09-14 15:42:58,1.3038,124.9112,68.09,92,95,3.38
323,Meulaboh,ID,2022-09-14 15:42:58,4.1363,96.1285,77.76,84,97,3.24
324,Labuhan,ID,2022-09-14 15:42:59,-6.8844,112.2051,78.93,78,8,6.64
325,Sfantu Gheorghe,RO,2022-09-14 15:42:59,45.8667,25.7833,70.93,47,78,2.3
326,Cajnice,BA,2022-09-14 15:42:59,43.5575,19.0711,69.94,60,80,4.36
327,Husavik,IS,2022-09-14 15:43:00,66.0449,-17.3389,42.53,73,98,6.76
328,Ghanzi,BW,2022-09-14 15:43:00,-21.5667,21.7833,81.54,18,2,12.08
329,Berasia,IN,2022-09-14 15:43:00,23.6333,77.4333,75.65,96,100,11.79
330,Male,MV,2022-09-14 15:43:01,4.1748,73.5089,82.35,83,40,3.44
331,Tura,IN,2022-09-14 15:40:28,25.5198,90.2201,72.43,98,100,4.36
332,Surt,LY,2022-09-14 15:43:01,31.2089,16.5887,81.72,54,0,15.43
333,Novo Cruzeiro,BR,2022-09-14 15:43:01,-17.4681,-41.8753,95.11,17,0,3.0
334,Zomba,MW,2022-09-14 15:43:02,-15.386,35.3188,69.6,43,90,5.32
335,Paamiut,GL,2022-09-14 15:43:02,61.994,-49.6678,42.76,83,100,6.6
336,Cabanglasan,PH,2022-09-14 15:43:03,8.1214,125.3275,69.85,98,100,2.53
337,Marshall,US,2022-09-14 15:43:03,34.3834,-86.3333,78.51,63,0,3.0
338,Luganville,VU,2022-09-14 15:43:04,-15.5333,167.1667,77.86,84,63,7.16
339,Esperance,AU,2022-09-14 15:43:04,-33.8667,121.9,51.64,77,47,30.91
340,Nikolskoye,RU,2022-09-14 15:43:05,59.7035,30.7861,53.49,86,100,7.29
341,Morondava,MG,2022-09-14 15:43:06,-20.2833,44.2833,75.54,78,70,16.08
342,Stulovo,RU,2022-09-14 15:43:07,58.7225,50.1439,48.85,94,100,7.72
343,La Joya,MX,2022-09-14 15:43:07,18.6667,-99.4667,74.16,88,94,1.9
344,Pueblo Bello,CO,2022-09-14 15:43:07,8.2041,-76.526,79.3,67,98,1.14
345,Pita,GN,2022-09-14 15:43:08,10.8333,-12.5833,82.06,82,93,3.78
346,Ouango,CF,2022-09-14 15:43:08,4.3133,22.5552,72.95,96,98,3.6
347,Talnakh,RU,2022-09-14 15:43:09,69.4865,88.3972,38.21,84,100,7.27
348,Vizinga,RU,2022-09-14 15:43:09,61.0749,50.1031,48.61,71,99,5.41
349,Srednekolymsk,RU,2022-09-14 15:43:10,67.45,153.6833,35.55,71,13,7.52
350,Thakurgaon,BD,2022-09-14 15:43:11,26.0333,88.4667,77.34,91,15,5.32
351,Cam Ranh,VN,2022-09-14 15:43:11,11.9214,109.1591,80.56,78,20,4.61
352,Mandurah,AU,2022-09-14 15:43:11,-32.55,115.7,55.9,67,100,18.37
353,Leshukonskoye,RU,2022-09-14 15:43:12,64.8989,45.7622,48.58,77,16,5.57
354,Los Llanos De Aridane,ES,2022-09-14 15:43:12,28.6585,-17.9182,74.95,92,75,9.22
355,Adrar,MR,2022-09-14 15:43:13,20.5022,-10.0711,107.64,10,5,16.33
356,Marawi,PH,2022-09-14 15:43:13,7.9986,124.2928,69.55,94,100,1.9
357,Afyonkarahisar,TR,2022-09-14 15:43:14,38.75,30.6667,66.63,32,0,1.52
358,Ambovombe,MG,2022-09-14 15:43:14,-25.1667,46.0833,66.69,75,82,20.36
359,Coquimbo,CL,2022-09-14 15:43:15,-29.9533,-71.3436,64.13,55,0,2.3
360,Mataram,ID,2022-09-14 15:44:15,-8.5833,116.1167,79.61,85,53,11.97
361,Puerto Quijarro,BO,2022-09-14 15:44:16,-17.7833,-57.7667,90.88,31,6,8.7
362,Ballina,AU,2022-09-14 15:44:16,-28.8667,153.5667,54.01,99,76,2.48
363,Camacha,PT,2022-09-14 15:44:17,33.0833,-16.3333,74.62,57,20,14.97
364,Pemangkat,ID,2022-09-14 15:44:17,1.1667,108.9667,76.98,81,100,8.21
365,Coos Bay,US,2022-09-14 15:44:17,43.3665,-124.2179,57.99,98,100,3.44
366,Balabac,PH,2022-09-14 15:44:18,7.9868,117.0645,82.53,78,97,12.41
367,Bengkulu,ID,2022-09-14 15:44:18,-3.8004,102.2655,76.01,89,99,6.06
368,Caravelas,BR,2022-09-14 15:44:19,-17.7125,-39.2481,81.95,51,0,11.25
369,Cumana,VE,2022-09-14 15:44:19,10.4635,-64.1775,86.68,64,75,9.62
370,Garden City,US,2022-09-14 15:40:23,42.3256,-83.331,76.03,61,0,9.22
371,Sharjah,AE,2022-09-14 15:42:40,25.3573,55.4033,98.58,59,0,4.61
372,Baykit,RU,2022-09-14 15:44:20,61.67,96.37,40.5,96,95,2.71
373,Caraballeda,VE,2022-09-14 15:44:20,10.6112,-66.8522,92.86,56,20,6.91
374,Bembereke,BJ,2022-09-14 15:44:21,10.2283,2.6634,81.68,75,65,2.57
375,Sarangani,PH,2022-09-14 15:44:21,5.4033,125.4636,83.01,75,9,11.05
376,Waddan,LY,2022-09-14 15:44:22,29.1614,16.139,92.07,22,0,5.79
377,Norman Wells,CA,2022-09-14 15:44:22,65.282,-126.8329,37.44,100,75,2.3
378,Poronaysk,RU,2022-09-14 15:44:23,49.2167,143.1167,46.96,61,66,2.35
379,Novyy Urengoy,RU,2022-09-14 15:44:23,66.0833,76.6333,44.94,88,92,9.13
380,Northfield,US,2022-09-14 15:44:23,44.4583,-93.1616,70.52,68,0,5.75
381,Abnub,EG,2022-09-14 15:44:24,27.2696,31.1511,91.44,21,0,12.66
382,Alekseyevsk,RU,2022-09-14 15:44:24,57.8406,108.3492,36.14,88,3,3.06
383,Moree,AU,2022-09-14 15:44:24,-29.4667,149.85,54.84,67,100,8.97
384,Loei,TH,2022-09-14 15:44:25,17.4167,101.5,65.37,94,47,3.06
385,Viedma,AR,2022-09-14 15:44:25,-40.8135,-62.9967,74.03,22,24,21.0
386,Powell,US,2022-09-14 15:44:25,40.1578,-83.0752,72.59,79,75,4.61
387,Kedougou,SN,2022-09-14 15:44:26,12.5579,-12.1743,84.78,74,40,4.61
388,Oranjemund,NA,2022-09-14 15:44:26,-28.55,16.4333,64.02,63,2,13.71
389,Chicama,PE,2022-09-14 15:44:20,-7.8447,-79.1469,59.54,62,96,7.83
390,Ola,RU,2022-09-14 15:44:27,59.5833,151.2833,39.15,77,100,3.06
391,Krasnoborsk,RU,2022-09-14 15:44:27,61.5598,45.934,51.76,69,87,5.77
392,Ust-Kan,RU,2022-09-14 15:44:27,50.9276,84.761,39.49,94,99,4.59
393,Cap Malheureux,MU,2022-09-14 15:44:28,-19.9842,57.6142,71.47,69,75,5.01
394,Jiangmen,CN,2022-09-14 15:44:28,22.5833,113.0833,83.62,52,0,4.18
395,Tabou,CI,2022-09-14 15:44:28,4.423,-7.3528,78.84,73,84,9.55
396,Manacapuru,BR,2022-09-14 15:44:29,-3.2997,-60.6206,92.62,44,49,4.36
397,Riyadh,SA,2022-09-14 15:43:38,24.6877,46.7219,104.14,9,5,10.13
398,Santa Rosa,PH,2022-09-14 15:44:30,14.3122,121.1114,81.1,93,81,6.49
399,Misratah,LY,2022-09-14 15:44:30,32.3754,15.0925,82.87,55,0,15.77
400,Kralendijk,BQ,2022-09-14 15:43:28,12.15,-68.2667,89.58,62,40,19.57
401,Daloa,CI,2022-09-14 15:44:30,6.8774,-6.4502,79.0,90,83,2.06
402,Batagay,RU,2022-09-14 15:44:31,67.6333,134.6333,37.11,97,100,8.9
403,Seydi,TM,2022-09-14 15:44:31,39.4816,62.9137,75.65,14,0,9.13
404,Rundu,NA,2022-09-14 15:45:32,-17.9333,19.7667,88.74,11,22,7.31
405,Panama City,PA,2022-09-14 15:42:09,8.9936,-79.5197,85.37,78,40,6.91
406,Mayo,US,2022-09-14 15:45:32,38.8876,-76.5119,77.49,64,0,6.91
407,Portland,US,2022-09-14 15:42:53,45.5234,-122.6762,64.38,82,40,3.44
408,Provideniya,RU,2022-09-14 15:45:32,64.3833,-173.3,45.81,93,100,6.46
409,Port Victoria,KE,2022-09-14 15:45:33,0.0939,33.9756,72.81,67,98,3.56
410,Hualmay,PE,2022-09-14 15:45:33,-11.0964,-77.6139,63.77,73,61,9.19
411,Fort Nelson,CA,2022-09-14 15:45:33,58.8053,-122.7002,40.59,87,40,5.75
412,Caluquembe,AO,2022-09-14 15:45:34,-13.7833,14.6833,81.16,24,87,8.32
413,Teguldet,RU,2022-09-14 15:45:34,57.3064,88.1667,40.69,76,89,2.48
414,Oume,JP,2022-09-14 15:45:34,35.7839,139.2431,73.24,71,75,6.91
415,Chulym,RU,2022-09-14 15:45:35,55.0997,80.9572,47.43,54,99,2.66
416,Anloga,GH,2022-09-14 15:45:35,5.7947,0.8973,79.11,76,24,12.3
417,Lasa,IT,2022-09-14 15:45:36,46.6166,10.7002,69.37,91,98,5.19
418,Yulara,AU,2022-09-14 15:45:36,-25.2406,130.9889,64.83,34,0,11.43
419,Korzhevskiy,RU,2022-09-14 15:45:36,45.1941,37.7195,66.65,58,31,6.13
420,Roald,NO,2022-09-14 15:45:37,62.5833,6.1333,55.9,87,75,6.91
421,Ixtapa,MX,2022-09-14 15:45:37,20.7,-105.2,82.22,75,42,3.0
422,Fare,PF,2022-09-14 15:45:37,-16.7,-151.0167,77.59,71,86,20.69
423,Praia Da Vitoria,PT,2022-09-14 15:45:38,38.7333,-27.0667,84.45,70,40,6.69
424,Vega De Alatorre,MX,2022-09-14 15:45:38,20.0333,-96.6333,83.84,66,5,9.66
425,Pasni,PK,2022-09-14 15:45:38,25.2631,63.471,81.41,85,0,10.4
426,Qaqortoq,GL,2022-09-14 15:44:17,60.7167,-46.0333,48.72,67,99,5.19
427,Nagato,JP,2022-09-14 15:45:39,34.3833,131.2,77.05,90,59,2.66
428,Lakes Entrance,AU,2022-09-14 15:45:39,-37.8811,147.981,49.96,68,100,7.92
429,Lengshuitan,CN,2022-09-14 15:45:39,26.4111,111.5956,76.64,51,23,3.58
430,Kwekwe,ZW,2022-09-14 15:45:40,-18.9281,29.8149,72.73,40,8,12.73
431,San Jeronimo,PE,2022-09-14 15:45:40,-11.9472,-75.2829,63.12,39,82,1.1
432,Mananjary,MG,2022-09-14 15:45:40,-21.2167,48.3333,68.9,73,84,6.04
433,Mortka,RU,2022-09-14 15:45:40,59.3322,66.0214,51.3,65,100,3.13
434,Narsaq,GL,2022-09-14 15:45:41,60.9167,-46.05,52.02,52,100,3.4
435,Jalu,LY,2022-09-14 15:45:41,29.0331,21.5482,88.45,21,0,11.01
436,Yasothon,TH,2022-09-14 15:45:41,15.75,104.1333,77.7,83,73,4.25
437,Santarem,BR,2022-09-14 15:45:42,-2.4431,-54.7083,87.93,70,20,14.97
438,Kurikka,FI,2022-09-14 15:45:42,62.6167,22.4167,52.86,93,99,9.71
439,Tazovskiy,RU,2022-09-14 15:45:43,67.4667,78.7,41.49,95,100,7.25
440,Abalak,RU,2022-09-14 15:45:43,58.1286,68.5944,51.37,67,100,4.34
441,Pont-Rouge,CA,2022-09-14 15:45:43,46.7566,-71.6978,69.49,79,99,15.79
442,Vila Franca Do Campo,PT,2022-09-14 15:45:44,37.7167,-25.4333,75.61,79,18,10.92
443,Buala,SB,2022-09-14 15:45:44,-8.145,159.5921,79.07,84,33,9.57
444,Longhua,CN,2022-09-14 15:45:44,23.6137,114.1919,76.12,62,0,2.62
445,Fort Carson,US,2022-09-14 15:45:44,38.7375,-104.7889,74.16,43,40,5.75
446,Namikupa,TZ,2022-09-14 15:45:45,-10.8333,39.6,73.85,63,92,7.25
447,Hami,CN,2022-09-14 15:45:45,42.8,93.45,72.57,21,0,4.5
448,Nome,US,2022-09-14 15:45:45,64.5011,-165.4064,46.47,93,100,3.44
449,Gorontalo,ID,2022-09-14 15:45:46,0.5412,123.0595,74.68,87,85,2.04
450,Mahon,ES,2022-09-14 15:45:46,39.8885,4.2658,84.76,70,20,10.36
451,Namibe,AO,2022-09-14 15:45:47,-15.1961,12.1522,69.39,82,21,9.22
452,Sorland,NO,2022-09-14 15:46:47,67.667,12.6934,53.46,84,100,20.47
453,Vitim,RU,2022-09-14 15:46:47,59.4511,112.5578,41.65,77,98,2.51
454,Alyangula,AU,2022-09-14 15:46:48,-13.8483,136.4192,73.27,88,75,3.44
455,Erenhot,CN,2022-09-14 15:46:49,43.6475,111.9767,74.43,29,62,9.15
456,Mumford,GH,2022-09-14 15:46:49,5.2618,-0.759,77.74,79,65,10.6
457,Ocos,GT,2022-09-14 15:46:50,14.5094,-92.1933,81.41,75,77,9.31
458,Pangnirtung,CA,2022-09-14 15:46:50,66.1451,-65.7125,44.6,87,100,2.3
459,Rockford,US,2022-09-14 15:46:19,42.2711,-89.094,71.53,72,0,0.0
460,Sisimiut,GL,2022-09-14 15:46:50,66.9395,-53.6735,45.07,86,100,8.34
461,Arsenyev,RU,2022-09-14 15:46:51,44.1631,133.2733,52.79,86,100,0.67
462,Calvinia,ZA,2022-09-14 15:46:51,-31.4707,19.776,76.73,10,0,14.12
463,Wasilla,US,2022-09-14 15:46:51,61.5814,-149.4394,47.62,95,100,3.44
464,Sampit,ID,2022-09-14 15:46:51,-2.5333,112.95,72.48,98,68,0.67
465,Morant Bay,JM,2022-09-14 15:46:52,17.8815,-76.4093,90.72,67,22,12.19
466,Saint Anthony,US,2022-09-14 15:45:47,45.0205,-93.218,70.95,69,0,11.5
467,Ucluelet,CA,2022-09-14 15:46:52,48.9329,-125.5528,57.09,92,0,1.16
468,Bakel,SN,2022-09-14 15:46:53,14.905,-12.4568,94.6,46,55,1.88
469,Ahipara,NZ,2022-09-14 15:46:53,-35.1667,173.1667,48.54,75,6,4.03
470,Mount Gambier,AU,2022-09-14 15:46:53,-37.8333,140.7667,49.8,96,88,8.03
471,La Tuque,CA,2022-09-14 15:46:54,47.4334,-72.7824,62.85,72,100,14.97
472,Saraland,US,2022-09-14 15:46:54,30.8207,-88.0706,82.31,57,0,5.68
473,Beaverlodge,CA,2022-09-14 15:46:54,55.2166,-119.4361,38.55,54,0,4.09
474,Lata,PT,2022-09-14 15:46:54,40.1629,-8.3327,70.92,82,93,6.2
475,Arys,KZ,2022-09-14 15:46:55,42.4252,68.795,72.63,22,0,16.91
476,Henties Bay,NA,2022-09-14 15:46:55,-22.116,14.2845,59.4,87,28,7.02
477,Kabare,CD,2022-09-14 15:46:55,-2.4683,28.8242,65.59,88,99,2.17
478,Jacareacanga,BR,2022-09-14 15:46:56,-6.2222,-57.7528,100.85,27,87,5.32
479,Okhotsk,RU,2022-09-14 15:46:56,59.3833,143.3,42.66,92,100,11.95
480,Prince Rupert,CA,2022-09-14 15:45:47,54.3161,-130.3201,51.49,100,100,10.36
481,Mitzic,GA,2022-09-14 15:46:56,0.7821,11.549,80.58,60,89,2.17
482,Opunake,NZ,2022-09-14 15:46:57,-39.4556,173.8583,43.84,89,36,7.05
483,Quthing,LS,2022-09-14 15:46:57,-30.4,27.7003,65.77,33,29,7.72
484,Thinadhoo,MV,2022-09-14 15:46:57,0.5333,72.9333,82.36,69,11,6.46
485,Jiayuguan,CN,2022-09-14 15:46:58,39.8167,98.3,71.74,35,93,5.26
486,Oussouye,SN,2022-09-14 15:46:58,12.485,-16.5469,86.18,88,100,7.45
487,Chateaudun,FR,2022-09-14 15:46:58,48.0833,1.3333,77.59,47,81,12.21
488,Karari,IN,2022-09-14 15:46:59,25.45,81.4333,78.66,89,83,8.43
489,Flin Flon,CA,2022-09-14 15:46:59,54.7682,-101.865,55.24,62,100,11.5
490,Constitucion,CL,2022-09-14 15:44:13,-35.3333,-72.4167,59.43,64,14,9.04
491,Bethel,US,2022-09-14 15:46:59,41.3712,-73.414,75.58,61,0,11.5
492,Kirkwall,GB,2022-09-14 15:47:00,58.9848,-2.9587,53.96,82,40,17.27
493,Malakal,SS,2022-09-14 15:47:00,9.5334,31.6605,77.32,80,39,1.99
494,Manokwari,ID,2022-09-14 15:47:00,-0.8667,134.0833,77.9,71,94,1.7
495,Bagacay,PH,2022-09-14 15:47:01,12.9821,124.1415,81.09,84,12,7.29
496,Kruisfontein,ZA,2022-09-14 15:47:01,-34.0033,24.7314,64.67,57,0,3.31
497,Enterprise,US,2022-09-14 15:47:02,36.0252,-115.2419,70.86,62,40,3.44
498,Port Hedland,AU,2022-09-14 15:47:02,-20.3167,118.5667,66.25,82,0,5.75
499,Waterlooville,GB,2022-09-14 15:48:03,50.8807,-1.0304,72.72,65,90,1.99
500,Conceicao Do Araguaia,BR,2022-09-14 15:48:03,-8.2578,-49.2647,103.21,16,5,7.58
501,Krasnovishersk,RU,2022-09-14 15:48:04,60.4078,57.082,46.13,78,75,3.2
502,Andros Town,BS,2022-09-14 15:48:04,24.7,-77.7667,87.76,62,43,13.31
503,Manggar,ID,2022-09-14 15:48:05,-2.8833,108.2667,79.57,83,100,7.11
504,Pisco,PE,2022-09-14 15:48:05,-13.7,-76.2167,64.02,72,40,10.36
505,Hamada,JP,2022-09-14 15:48:05,34.8833,132.0833,74.48,90,82,7.14
506,Vuktyl,RU,2022-09-14 15:48:06,63.8567,57.3094,47.17,91,68,5.7
507,Gunjur,GM,2022-09-14 15:48:06,13.2019,-16.7339,84.27,79,75,6.91
508,Vanimo,PG,2022-09-14 15:48:07,-2.6741,141.3028,77.9,89,16,6.44
509,Yuancheng,CN,2022-09-14 15:48:07,36.652,107.7896,60.24,73,11,5.57
510,Solnechnyy,RU,2022-09-14 15:48:07,50.7214,136.6319,49.89,87,30,2.19
511,Saint-Francois,FR,2022-09-14 15:48:08,46.4154,3.9054,76.44,57,0,8.05
512,Tadine,NC,2022-09-14 15:48:08,-21.55,167.8833,69.37,83,5,11.68
513,Sahuaripa,MX,2022-09-14 15:48:09,29.05,-109.2333,79.92,69,0,0.92
514,Hamilton,US,2022-09-14 15:43:58,39.1834,-84.5333,74.91,77,75,6.91
515,Otane,NZ,2022-09-14 15:48:09,-39.8833,176.6333,43.02,96,83,2.08
516,Dzaoudzi,YT,2022-09-14 15:48:10,-12.7887,45.2699,76.89,83,75,5.75
517,Praia,CV,2022-09-14 15:48:10,14.9215,-23.5087,84.74,79,40,11.5
518,Terra Santa,BR,2022-09-14 15:48:11,-2.1042,-56.4869,99.37,29,51,7.05
519,Salalah,OM,2022-09-14 15:46:24,17.0151,54.0924,80.69,94,100,10.36
520,Deputatskiy,RU,2022-09-14 15:48:11,69.3,139.9,34.72,75,100,3.89
521,Calabozo,VE,2022-09-14 15:48:12,8.9242,-67.4293,90.9,48,17,7.16
522,Soyo,AO,2022-09-14 15:48:12,-6.1349,12.3689,75.79,76,81,9.15
523,Fairfield,US,2022-09-14 15:48:12,41.2668,-73.3162,76.05,58,0,11.5
524,Ust-Nera,RU,2022-09-14 15:48:13,64.5667,143.2,37.56,59,100,0.87
525,Shelburne,CA,2022-09-14 15:48:13,44.0787,-80.2041,65.3,78,44,14.45
526,Egvekinot,RU,2022-09-14 15:48:13,66.3167,-179.1667,34.79,98,100,6.67
527,Aljezur,PT,2022-09-14 15:48:14,37.3191,-8.8033,72.68,78,29,10.13
528,Komsomolskiy,UZ,2022-09-14 15:48:14,40.4272,71.7189,72.32,43,0,4.61
529,Nong Ki,TH,2022-09-14 15:48:14,14.6868,102.538,76.71,87,95,5.55
530,Back Mountain,US,2022-09-14 15:48:15,41.3359,-75.9963,71.73,74,0,8.03
531,San Quintin,MX,2022-09-14 15:46:49,30.4833,-115.95,69.49,83,91,7.49
532,Ust-Kuyga,RU,2022-09-14 15:48:16,70.0167,135.6,36.79,90,100,4.7
533,Peniche,PT,2022-09-14 15:48:16,39.3558,-9.3811,75.07,87,40,10.11
534,Lethbridge,CA,2022-09-14 15:45:42,49.7,-112.8186,55.06,82,0,6.91
535,Kolokani,ML,2022-09-14 15:48:17,13.5728,-8.0339,89.46,51,84,4.7
536,Gat,IL,2022-09-14 15:48:17,31.61,34.7642,81.81,4,0,8.21
537,Truth Or Consequences,US,2022-09-14 15:48:18,33.1284,-107.2528,70.92,73,0,4.61
538,Gushikawa,JP,2022-09-14 15:48:18,26.3544,127.8686,81.63,93,75,8.05
539,Goba,ET,2022-09-14 15:48:19,7.0167,39.9833,52.56,92,82,4.5
540,Estacion Coahuila,MX,2022-09-14 15:48:19,32.1939,-115.0017,83.82,58,0,7.18
541,Puerto Del Rosario,ES,2022-09-14 15:48:19,28.5004,-13.8627,83.95,48,40,13.8
542,Westport,US,2022-09-14 15:45:47,41.1415,-73.3579,77.16,61,0,8.05
543,Ulagan,RU,2022-09-14 15:48:20,50.6321,87.9563,37.26,94,85,2.06
544,Tezu,IN,2022-09-14 15:48:20,27.9167,96.1667,75.02,97,40,2.75
545,Calama,CL,2022-09-14 15:49:09,-22.4667,-68.9333,66.69,2,0,13.8
546,Encheng,CN,2022-09-14 15:49:21,22.1839,112.3026,80.15,75,0,3.04
547,Manoharpur,IN,2022-09-14 15:49:21,27.3,75.95,76.14,90,77,10.69
548,Corinto,GR,2022-09-14 15:49:22,37.9407,22.9573,81.9,31,0,2.04
549,Balkanabat,TM,2022-09-14 15:49:22,39.5108,54.3671,89.13,10,0,13.98
550,Buraydah,SA,2022-09-14 15:49:23,26.326,43.975,104.45,9,4,7.14
551,Torrington,US,2022-09-14 15:49:23,41.8007,-73.1212,73.78,69,0,4.0
552,Luancheng,CN,2022-09-14 15:49:24,37.8792,114.6517,71.76,78,0,4.81
553,Batagay-Alyta,RU,2022-09-14 15:49:24,67.8006,130.4114,31.3,93,94,1.9
554,Bastrop,US,2022-09-14 15:49:24,32.7562,-91.8724,79.83,56,0,3.44
555,Teno,CL,2022-09-14 15:47:46,-34.8667,-71.1833,60.19,71,56,5.75
556,Arlit,NE,2022-09-14 15:49:25,18.7369,7.3853,105.13,9,4,6.15
557,Broken Hill,AU,2022-09-14 15:48:20,-31.95,141.4333,57.36,77,56,16.71
558,Chatham,GB,2022-09-14 15:49:25,51.3789,0.5279,73.62,59,71,4.0
559,Tabuk,PH,2022-09-14 15:49:26,17.4189,121.4443,73.51,81,68,3.51
560,Aleksandrovsk-Sakhalinskiy,RU,2022-09-14 15:49:26,50.8975,142.1561,52.32,86,47,9.91
561,Los Alamos,US,2022-09-14 15:49:26,35.8881,-106.307,61.68,76,40,5.75
562,Shunyi,CN,2022-09-14 15:49:27,40.125,116.6453,71.55,73,0,2.24
563,Alofi,NU,2022-09-14 15:47:05,-19.0595,-169.9187,69.69,94,97,2.3
564,Oistins,BB,2022-09-14 15:45:35,13.0667,-59.5333,89.69,62,40,14.97
565,Sao Miguel Do Araguaia,BR,2022-09-14 15:49:28,-13.275,-50.1628,103.98,11,2,6.64
566,Port Lincoln,AU,2022-09-14 15:49:28,-34.7333,135.8667,52.77,68,2,12.24
567,Bathsheba,BB,2022-09-14 15:49:29,13.2167,-59.5167,90.21,62,40,14.97
568,Wagar,SD,2022-09-14 15:49:29,16.1525,36.2032,96.82,30,3,6.49
569,Beira,MZ,2022-09-14 15:49:29,-19.8436,34.8389,75.29,64,20,16.11
570,Talara,PE,2022-09-14 15:49:30,-4.5772,-81.2719,70.56,64,0,25.32
571,Kamaishi,JP,2022-09-14 15:49:31,39.2667,141.8833,62.2,80,47,2.82
572,Kalinin,RU,2022-09-14 15:49:31,47.2468,39.5109,66.58,51,97,11.54
573,Pampa,US,2022-09-14 15:49:31,35.5362,-100.9599,82.44,51,0,11.5
574,Hasaki,JP,2022-09-14 15:49:32,35.7333,140.8333,72.28,73,100,16.55
575,Bay-Khaak,RU,2022-09-14 15:49:32,51.1667,94.5,49.1,59,100,5.35
576,Atasu,KZ,2022-09-14 15:49:33,48.6814,71.6433,52.43,31,1,13.18
577,Agadez,NE,2022-09-14 15:49:34,19.75,10.25,102.54,10,0,5.46
578,Dargaville,NZ,2022-09-14 15:49:34,-35.9333,173.8833,44.22,86,6,2.06
579,Odate,JP,2022-09-14 15:49:34,40.2686,140.5683,54.05,92,82,4.41
580,Kamina,CD,2022-09-14 15:49:35,-8.7386,24.9906,85.59,22,84,5.7
581,Tanout,NE,2022-09-14 15:49:35,14.9709,8.8879,99.16,19,9,6.85
582,Khandyga,RU,2022-09-14 15:49:35,62.6667,135.6,38.88,96,100,9.48
583,Eureka,US,2022-09-14 15:46:56,40.8021,-124.1637,55.26,90,90,1.68
