City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
157,Leningradskiy,RU,2022-09-14 15:38:01,69.3833,178.4167,35.37,99,100,3.8
158,Klaksvik,FO,2022-09-14 15:38:02,62.2266,-6.589,49.12,85,20,22.3
159,Cayenne,GF,2022-09-14 15:38:03,4.9333,-52.3333,89.64,58,75,8.05
160,Canico,PT,2022-09-14 15:38:03,32.6333,-16.85,81.01,70,40,5.75
161,Paracelis,PH,2022-09-14 15:38:04,17.2667,121.4667,72.7,85,71,3.78
162,Polson,US,2022-09-14 15:38:04,47.6936,-114.1632,57.72,47,5,1.79
163,Finca Blanco,PA,2022-09-14 15:38:05,8.3833,-82.8667,76.98,69,63,4.83
164,Juegang,CN,2022-09-14 15:38:05,32.3174,121.1855,77.92,89,100,25.05
165,Kidal,ML,2022-09-14 15:38:06,18.4411,1.4078,103.17,14,84,1.54
166,Lahij,YE,2022-09-14 15:38:06,13.1667,44.5833,90.01,44,98,8.1
167,Karasuk,RU,2022-09-14 15:38:07,53.7377,78.0403,47.19,53,60,4.36
168,Barabai,ID,2022-09-14 15:38:07,-2.5833,115.3833,72.14,94,72,1.95
169,Santa Cruz,BO,2022-09-14 15:38:07,-17.8,-63.1667,60.26,88,100,14.97
170,Birjand,IR,2022-09-14 15:38:08,32.8663,59.2211,82.87,8,0,9.22
171,Baoshan,CN,2022-09-14 15:38:09,46.5586,131.4244,55.22,75,100,4.16
172,Luanda,AO,2022-09-14 15:38:09,-8.8368,13.2343,78.8,69,0,5.75
173,Udachnyy,RU,2022-09-14 15:38:10,66.4167,112.4,34.45,92,98,15.12
174,Weatherford,US,2022-09-14 15:35:29,32.7593,-97.7972,80.1,62,62,1.01
175,Clyde River,CA,2022-09-14 15:38:10,70.4692,-68.5914,39.43,93,100,5.75
176,Rincon,US,2022-09-14 15:38:10,32.296,-81.2354,83.86,53,20,5.75
177,Mikhaylovka,RU,2022-09-14 15:38:11,50.06,43.2379,59.79,78,94,7.72
178,San Rafael,AR,2022-09-14 15:34:24,-34.6177,-68.3301,72.43,16,0,17.65
179,Bambous Virieux,MU,2022-09-14 15:38:12,-20.3428,57.7575,71.85,78,40,8.05
180,Green River,US,2022-09-14 15:38:12,41.5286,-109.4662,60.19,68,91,4.79
181,Souillac,MU,2022-09-14 15:38:12,-20.5167,57.5167,71.98,78,40,8.05
182,Linxia,CN,2022-09-14 15:38:13,35.6003,103.2064,61.25,71,6,3.67
183,Emilio Carranza,MX,2022-09-14 15:38:13,19.9711,-96.6114,83.43,65,6,9.33
184,Bilma,NE,2022-09-14 15:39:14,18.6853,12.9164,104.07,12,7,7.74
185,Sobolevo,RU,2022-09-14 15:39:14,54.4299,31.8996,47.97,94,100,2.86
186,Kieta,PG,2022-09-14 15:39:15,-6.2167,155.6333,76.69,86,29,3.78
187,Myra,IT,2022-09-14 15:39:15,45.4358,12.1348,85.06,54,99,11.39
188,Puerto Escondido,MX,2022-09-14 15:39:16,15.85,-97.0667,81.43,61,40,0.0
189,Ust-Ishim,RU,2022-09-14 15:39:16,57.6935,71.1665,46.02,84,69,3.15
190,Naze,JP,2022-09-14 15:39:17,28.3667,129.4833,81.52,85,38,18.86
191,Pangoa,PE,2022-09-14 15:39:17,-12.1167,-73.0,72.09,95,100,1.28
192,Shimoda,JP,2022-09-14 15:39:18,34.6667,138.95,73.11,81,86,16.89
193,Zamora,EC,2022-09-14 15:39:18,-4.0692,-78.9567,72.64,60,83,4.59
194,Tucumcari,US,2022-09-14 15:39:18,35.1717,-103.725,69.64,56,20,9.22
195,Touros,BR,2022-09-14 15:39:19,-5.1989,-35.4608,84.33,60,37,17.36
196,Chuy,UY,2022-09-14 15:39:19,-33.6971,-53.4616,60.84,70,11,11.43
197,Springdale,US,2022-09-14 15:35:54,36.1867,-94.1288,79.72,62,0,5.75
198,Avarua,CK,2022-09-14 15:39:20,-21.2078,-159.775,73.45,83,20,6.91
199,Bilibino,RU,2022-09-14 15:39:20,68.0546,166.4372,33.42,99,100,2.28
200,Castro,BR,2022-09-14 15:38:16,-24.7911,-50.0119,67.35,69,100,5.19
201,Georgetown,MY,2022-09-14 15:38:09,5.4112,100.3354,82.89,81,20,2.3
202,Ovalle,CL,2022-09-14 15:39:22,-30.5983,-71.2003,73.89,23,0,4.07
203,Bandipur,NP,2022-09-14 15:39:23,27.9333,84.4167,67.48,96,100,1.3
204,Ulladulla,AU,2022-09-14 15:39:23,-35.35,150.4667,50.92,83,99,6.82
205,Lorengau,PG,2022-09-14 15:39:23,-2.0226,147.2712,81.82,73,7,9.75
206,Tiznit,MA,2022-09-14 15:39:24,29.5833,-9.5,74.98,47,0,12.82
207,Hofn,IS,2022-09-14 15:39:24,64.2539,-15.2082,50.02,81,75,5.75
208,Kozhva,RU,2022-09-14 15:39:24,65.1073,57.0459,47.88,90,83,6.8
209,College,US,2022-09-14 15:39:25,64.8569,-147.8028,49.06,96,100,5.75
210,Siocon,PH,2022-09-14 15:39:25,7.7061,122.1353,78.87,88,100,5.44
211,Dunmore Town,BS,2022-09-14 15:39:25,25.5,-76.65,84.6,69,27,12.44
212,Ialibu,PG,2022-09-14 15:39:26,-6.2821,143.9935,53.49,94,40,2.82
213,Santiago,CL,2022-09-14 15:35:12,-33.4569,-70.6483,73.29,46,0,5.75
214,Mendoza,AR,2022-09-14 15:36:33,-32.8908,-68.8272,63.93,24,0,3.44
215,Sabang,ID,2022-09-14 15:39:26,5.8933,95.3214,82.24,77,40,11.43
216,Ahuimanu,US,2022-09-14 15:39:27,21.4447,-157.8378,78.51,79,0,8.05
217,Quelimane,MZ,2022-09-14 15:39:27,-17.8786,36.8883,76.95,69,75,11.5
218,Ribeira Grande,PT,2022-09-14 15:39:28,38.5167,-28.7,79.2,78,40,12.66
219,Pedernales,DO,2022-09-14 15:39:28,18.0384,-71.744,86.9,58,72,5.91
220,Port Hardy,CA,2022-09-14 15:39:28,50.6996,-127.4199,50.18,100,100,2.3
221,Korla,CN,2022-09-14 15:39:29,41.7597,86.1469,74.64,21,0,5.01
222,Havre-Saint-Pierre,CA,2022-09-14 15:39:29,50.2334,-63.5986,64.76,94,100,14.97
223,Braganca,BR,2022-09-14 15:38:26,-1.0536,-46.7656,91.38,48,56,6.76
224,Elizabeth City,US,2022-09-14 15:38:20,36.2946,-76.2511,79.0,63,100,5.28
225,Watrous,CA,2022-09-14 15:39:30,51.6668,-105.4679,49.78,87,100,9.22
226,Antofagasta,CL,2022-09-14 15:39:30,-23.65,-70.4,58.28,53,0,9.17
227,Hambantota,LK,2022-09-14 15:39:31,6.1241,81.1185,79.14,100,20,6.91
228,Ancud,CL,2022-09-14 15:39:31,-41.8697,-73.8203,53.22,77,100,23.26
229,Torbay,CA,2022-09-14 15:35:41,47.6666,-52.7314,63.28,88,100,12.66
230,Kautokeino,NO,2022-09-14 15:40:31,69.0125,23.0412,33.82,99,100,18.48
231,Geraldton,AU,2022-09-14 15:40:32,-28.7667,114.6,55.81,88,75,2.3
232,Aras,ES,2022-09-14 15:40:32,42.5617,-2.356,79.21,28,20,8.05
233,Atar,MR,2022-09-14 15:40:32,20.5169,-13.0499,106.14,16,22,15.37
234,Upernavik,GL,2022-09-14 15:40:33,72.7868,-56.1549,41.11,87,100,8.03
235,Anshun,CN,2022-09-14 15:40:33,26.25,105.9333,63.93,94,67,2.86
236,Bubaque,GW,2022-09-14 15:40:33,11.2833,-15.8333,78.48,80,100,13.44
237,Totness,SR,2022-09-14 15:40:34,5.8833,-56.3167,87.44,60,6,6.38
238,Watertown,US,2022-09-14 15:40:34,42.3709,-71.1828,77.14,65,0,18.41
239,Mendota,US,2022-09-14 15:40:34,36.7536,-120.3816,62.33,55,0,6.08
240,Flinders,AU,2022-09-14 15:40:35,-34.5833,150.8552,57.38,78,92,4.0
241,Noshiro,JP,2022-09-14 15:40:35,40.2039,140.0242,60.39,80,60,8.39
242,Cedar City,US,2022-09-14 15:40:35,37.6775,-113.0619,52.77,94,100,9.22
243,Mnogovershinnyy,RU,2022-09-14 15:40:35,53.9353,139.9242,41.25,87,38,6.17
244,Yerbogachen,RU,2022-09-14 15:40:36,61.2767,108.0108,41.63,74,100,5.7
245,Margate,GB,2022-09-14 15:40:36,51.3813,1.3862,67.69,73,80,4.0
246,Coahuayana,MX,2022-09-14 15:40:36,18.7333,-103.6833,84.33,72,94,0.92
247,Urumqi,CN,2022-09-14 15:40:37,43.801,87.6005,61.75,42,0,6.71
248,San Patricio,US,2022-09-14 15:40:37,28.017,-97.5169,87.75,57,14,10.36
249,Hovd,MN,2022-09-14 15:40:37,48.0056,91.6419,53.98,41,67,0.98
250,Kununurra,AU,2022-09-14 15:40:38,-15.7667,128.7333,76.98,65,0,1.14
251,Homburg,DE,2022-09-14 15:40:38,49.3167,7.3333,72.39,87,75,13.8
252,Port Macquarie,AU,2022-09-14 15:40:38,-31.4333,152.9167,53.89,85,98,6.55
253,Pudozh,RU,2022-09-14 15:40:39,61.8099,36.5345,52.52,77,100,9.17
254,Isangel,VU,2022-09-14 15:40:39,-19.55,169.2667,69.91,94,10,4.61
255,Benalla,AU,2022-09-14 15:40:39,-36.55,145.9833,48.85,93,100,9.71
256,High Level,CA,2022-09-14 15:40:40,58.5169,-117.136,37.51,100,20,4.61
257,Nassau,US,2022-09-14 15:39:40,40.7507,-73.5829,76.98,58,0,10.36
258,Lipari,IT,2022-09-14 15:40:40,38.4674,14.954,85.32,58,1,9.78
259,Nzerekore,GN,2022-09-14 15:37:32,7.7562,-8.8179,75.36,94,80,4.99
260,Hammerfest,NO,2022-09-14 15:40:40,70.6634,23.6821,45.05,70,75,12.66
261,Harper,LR,2022-09-14 15:40:41,4.375,-7.7169,78.71,73,100,10.04
262,Bereda,ES,2022-09-14 15:40:41,43.2686,-7.5406,72.57,72,99,3.56
263,Sinnamary,GF,2022-09-14 15:40:41,5.3833,-52.95,87.84,61,11,11.86
264,Miyako,JP,2022-09-14 15:40:42,39.6367,141.9525,58.14,86,80,3.87
265,Wahiawa,US,2022-09-14 15:40:42,21.5028,-158.0236,75.52,80,40,0.0
266,Sunbury,AU,2022-09-14 15:40:42,-37.5833,144.7333,51.89,90,75,19.57
267,Salisbury,GB,2022-09-14 15:36:56,51.0693,-1.7957,72.68,57,20,9.22
268,Takoradi,GH,2022-09-14 15:40:43,4.8845,-1.7554,77.04,79,75,9.35
269,Sheregesh,RU,2022-09-14 15:40:43,52.9209,87.9869,41.47,95,100,3.13
270,Yar-Sale,RU,2022-09-14 15:40:43,66.8333,70.8333,44.06,82,89,8.43
271,Elverum,NO,2022-09-14 15:40:43,60.8819,11.5623,53.35,85,100,1.74
272,Juneau,US,2022-09-14 15:39:04,58.3019,-134.4197,54.21,92,75,11.5
273,Clinton,US,2022-09-14 15:36:07,42.587,-82.9199,74.21,68,0,8.05
274,Port Augusta,AU,2022-09-14 15:41:44,-32.5,137.7667,49.8,86,0,5.93
275,Mariental,NA,2022-09-14 15:41:44,-24.6333,17.9667,88.39,9,11,4.63
276,Kudahuvadhoo,MV,2022-09-14 15:41:45,2.6708,72.8944,81.45,67,53,3.49
277,Araouane,ML,2022-09-14 15:41:45,18.9048,-3.5265,105.73,16,10,8.75
278,Santa Helena De Goias,BR,2022-09-14 15:41:45,-17.8136,-50.5969,94.62,17,74,6.64
279,Belmonte,BR,2022-09-14 15:41:46,-15.8631,-38.8828,80.17,55,0,10.63
280,Belo Oriente,BR,2022-09-14 15:41:46,-19.22,-42.4836,89.35,20,0,7.05
281,Seoul,KR,2022-09-14 15:40:25,37.5683,126.9778,74.8,55,0,11.5
282,Darab,IR,2022-09-14 15:41:46,28.7519,54.5444,88.9,15,32,2.44
283,Asau,RO,2022-09-14 15:41:47,46.4333,26.4,72.52,57,60,4.74
284,Hollins,US,2022-09-14 15:41:47,37.3413,-79.9431,73.49,62,0,9.22
285,Pochutla,MX,2022-09-14 15:41:47,15.7432,-96.4661,83.82,77,91,1.34
286,Davenda,RU,2022-09-14 15:41:47,53.5556,119.317,47.23,71,100,2.33
287,Poum,NC,2022-09-14 15:41:48,-20.2333,164.0167,73.65,75,74,15.37
288,Mount Isa,AU,2022-09-14 15:41:48,-20.7333,139.5,58.77,44,0,0.0
289,Abha,SA,2022-09-14 15:37:10,18.2164,42.5053,82.22,7,20,10.36
290,Gornopravdinsk,RU,2022-09-14 15:41:48,60.05,69.9,49.15,73,96,3.83
291,Kahului,US,2022-09-14 15:39:57,20.8947,-156.47,77.85,81,0,10.36
292,Nuevitas,CU,2022-09-14 15:41:49,21.5453,-77.2644,87.6,57,35,5.53
293,Petropavlovsk-Kamchatskiy,RU,2022-09-14 15:37:12,53.0452,158.6483,41.59,100,75,6.71
294,Tomatlan,MX,2022-09-14 15:41:49,19.9333,-105.25,83.84,71,70,0.76
295,Derzhavinsk,KZ,2022-09-14 15:41:50,51.1,66.3167,55.02,44,19,8.95
